sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
Instead it transfers into kinetic energy.,P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, the greater mass an object has, the more potential energy it will have.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
This is because there is more space for the object to hold energy.,P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop of my roller coaster is 5m.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This relates to PE and KE.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example When the hight was 5m the carts PE at the top was 1952 and KE was 0.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But when the cart was at the bottom of the hill the PE was 0 and the KE was 1952.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy cant be created or destroyed so knowing that the total energy has to be 1952 and the KE+PE have to be 1952.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
When the cart goes down the hill the PE goes down and the KE goes up.,P1_07_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
No energy is gained or lost.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Drop hight and hill hight arre simaler because the hill needs the drop.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
An example is if the KE is the same as the hills PE the cart will not make it up.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If they hills PE is smaller that the hills KE the cart will make it up the hill.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Mass efects the PE because the more mass there is the more PE there is.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"IN my data the mass was 40kg and the PE at the top of the drop was 1952, but when the mass was 60kg the PE was 2929.",P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This also aplies to KE.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop of my roller coaster is 5m.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example When the hight was 5m the carts PE at the top was 1952 and KE was 0.The more hight the more PE.,P1_07_19_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the cart was at the bottom of the hill the PE was 0 and the KE was 1952.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy cant be created or destroyed so knowing that the total energy has to be 1952 and the KE+PE has to be 1952 in a frictionless world.,P1_07_19_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
